Date,Min,Max,Min,Max,Min,Max
7/20/2020,4.6 °C,24.3 °C,45.5 %RH,100.0 %RH,4.6 °C,12.0 °C
7/21/2020,5.0 °C,27.2 °C,38.5 %RH,100.0 %RH,4.4 °C,11.9 °C
7/22/2020,6.4 °C,29.4 °C,33.6 %RH,100.0 %RH,6.4 °C,12.5 °C
7/23/2020,6.9 °C,24.8 °C,45.5 %RH,100.0 %RH,6.9 °C,15.2 °C
7/24/2020,3.5 °C,25.0 °C,37.4 %RH,100.0 %RH,3.5 °C,11.0 °C
7/25/2020,4.5 °C,28.3 °C,22.2 %RH,99.7 %RH,2.5 °C,6.4 °C
7/26/2020,5.7 °C,30.1 °C,36.3 %RH,100.0 %RH,5.7 °C,15.2 °C
7/27/2020,5.7 °C,30.4 °C,16.9 %RH,100.0 %RH,2.2 °C,12.7 °C
7/28/2020,8.9 °C,27.1 °C,42.0 %RH,100.0 %RH,8.6 °C,14.7 °C
7/29/2020,4.4 °C,25.8 °C,36.3 %RH,100.0 %RH,4.4 °C,11.6 °C
7/30/2020,5.6 °C,32.3 °C,20.4 %RH,100.0 %RH,5.5 °C,11.4 °C
7/31/2020,5.0 °C,26.4 °C,41.2 %RH,100.0 %RH,5.0 °C,12.2 °C
8/1/20,6.3 °C,26.0 °C,36.6 %RH,100.0 %RH,6.3 °C,12.0 °C
8/2/20,6.0 °C,26.8 °C,36.0 %RH,100.0 %RH,4.2 °C,11.3 °C
8/3/20,5.0 °C,18.0 °C,67.9 %RH,100.0 %RH,4.9 °C,14.9 °C
8/4/20,6.1 °C,21.9 °C,49.4 %RH,100.0 %RH,6.1 °C,11.8 °C
8/5/20,4.5 °C,21.2 °C,54.0 %RH,100.0 %RH,4.5 °C,12.3 °C
8/6/20,5.3 °C,23.9 °C,48.9 %RH,100.0 %RH,5.3 °C,12.5 °C
8/7/20,4.6 °C,20.8 °C,40.1 %RH,100.0 %RH,3.7 °C,7.7 °C
8/8/20,7.2 °C,29.6 °C,23.3 %RH,79.6 %RH,3.4 °C,6.4 °C
8/9/20,10.7 °C,19.3 °C,34.2 %RH,100.0 %RH,3.1 °C,14.0 °C
8/10/20,9.2 °C,17.3 °C,95.2 %RH,100.0 %RH,9.2 °C,17.2 °C
8/11/20,10.2 °C,22.2 °C,73.2 %RH,100.0 %RH,10.2 °C,17.2 °C
8/12/20,9.2 °C,24.0 °C,64.9 %RH,100.0 %RH,9.2 °C,17.0 °C
8/13/2020,7.4 °C,22.7 °C,64.6 %RH,100.0 %RH,7.4 °C,16.5 °C
8/14/2020,3.9 °C,28.3 °C,40.9 %RH,100.0 %RH,3.9 °C,17.2 °C
8/15/2020,5.8 °C,27.6 °C,32.8 %RH,100.0 %RH,5.8 °C,13.5 °C
8/16/2020,7.8 °C,18.9 °C,79.9 %RH,100.0 %RH,7.8 °C,17.6 °C
8/17/2020,6.3 °C,20.8 °C,71.4 %RH,100.0 %RH,6.3 °C,16.1 °C
8/18/2020,7.5 °C,26.6 °C,44.9 %RH,100.0 %RH,7.5 °C,13.7 °C
8/19/2020,5.3 °C,22.8 °C,51.1 %RH,100.0 %RH,5.3 °C,13.4 °C
8/20/2020,6.3 °C,27.2 °C,39.6 %RH,100.0 %RH,6.3 °C,15.0 °C
8/21/2020,7.4 °C,23.0 °C,43.6 %RH,100.0 %RH,7.4 °C,12.8 °C
8/22/2020,10.6 °C,17.1 °C,67.9 %RH,100.0 %RH,9.1 °C,16.2 °C
8/23/2020,9.1 °C,24.3 °C,61.1 %RH,100.0 %RH,9.1 °C,17.2 °C
8/24/2020,4.5 °C,28.8 °C,46.3 %RH,100.0 %RH,4.5 °C,16.1 °C
8/25/2020,4.8 °C,34.0 °C,29.2 %RH,100.0 %RH,4.8 °C,14.6 °C
8/26/2020,5.5 °C,30.9 °C,39.0 %RH,100.0 %RH,5.5 °C,15.7 °C
8/27/2020,7.3 °C,34.2 °C,27.6 %RH,100.0 %RH,7.3 °C,16.0 °C
8/28/2020,8.4 °C,38.7 °C,20.4 %RH,100.0 %RH,7.9 °C,18.1 °C
8/29/2020,6.6 °C,30.6 °C,36.9 %RH,100.0 %RH,6.6 °C,14.3 °C
8/30/2020,3.6 °C,30.5 °C,23.5 %RH,100.0 %RH,3.6 °C,8.6 °C
8/31/2020,6.6 °C,34.1 °C,19.7 %RH,90.1 %RH,2.8 °C,14.5 °C
9/1/20,9.4 °C,29.4 °C,37.1 %RH,100.0 %RH,8.3 °C,13.6 °C
9/2/20,7.6 °C,24.3 °C,42.8 %RH,100.0 %RH,7.6 °C,15.0 °C
9/3/20,4.3 °C,34.2 °C,30.2 %RH,100.0 %RH,4.3 °C,14.2 °C
9/4/20,4.8 °C,30.4 °C,35.2 %RH,100.0 %RH,4.8 °C,15.9 °C
9/5/20,5.9 °C,37.3 °C,24.3 %RH,100.0 %RH,5.9 °C,14.5 °C
9/6/20,9.5 °C,36.4 °C,3.0 %RH,100.0 %RH,-28.9 °C,36.4 °C
9/7/20,8.4 °C,34.6 °C,100.0 %RH,100.0 %RH,8.4 °C,34.6 °C
9/8/20,4.1 °C,37.8 °C,100.0 %RH,100.0 %RH,4.1 °C,37.8 °C
9/9/20,8.2 °C,34.6 °C,93.9 %RH,100.0 %RH,8.2 °C,34.5 °C
9/10/20,10.1 °C,28.5 °C,100.0 %RH,100.0 %RH,10.1 °C,28.5 °C
9/11/20,8.5 °C,35.9 °C,100.0 %RH,100.0 %RH,8.5 °C,35.9 °C
9/12/20,6.4 °C,41.3 °C,27.9 %RH,100.0 %RH,3.3 °C,41.3 °C
9/13/2020,7.9 °C,40.9 °C,100.0 %RH,100.0 %RH,7.9 °C,40.9 °C
9/14/2020,11.5 °C,42.9 °C,100.0 %RH,100.0 %RH,11.5 °C,42.9 °C
9/15/2020,11.3 °C,52.9 °C,11.3 %RH,100.0 %RH,5.7 °C,41.6 °C
9/16/2020,12.2 °C,37.3 °C,27.6 %RH,100.0 %RH,3.0 °C,18.2 °C
9/17/2020,8.7 °C,36.7 °C,22.2 %RH,86.7 %RH,0.9 °C,12.4 °C
9/18/2020,7.0 °C,40.0 °C,13.8 %RH,72.9 %RH,-2.5 °C,10.3 °C
9/19/2020,6.6 °C,24.4 °C,0.0 %RH,89.8 %RH,1.8 °C,16.6 °C
9/20/2020,5.6 °C,32.5 °C,23.5 %RH,100.0 %RH,1.3 °C,11.9 °C
9/21/2020,4.2 °C,27.0 °C,28.7 %RH,95.8 %RH,3.4 °C,10.7 °C
9/22/2020,4.0 °C,43.7 °C,16.5 %RH,95.2 %RH,2.2 °C,15.0 °C
9/23/2020,7.0 °C,43.4 °C,9.4 %RH,85.8 %RH,-6.1 °C,9.2 °C
9/24/2020,12.5 °C,46.5 °C,5.8 %RH,89.2 %RH,-9.0 °C,15.3 °C
9/25/2020,14.4 °C,39.0 °C,28.4 %RH,100.0 %RH,6.3 °C,19.8 °C
9/26/2020,11.1 °C,35.5 °C,34.7 %RH,100.0 %RH,10.0 °C,21.6 °C
9/27/2020,6.8 °C,37.9 °C,19.9 %RH,97.8 %RH,6.5 °C,15.8 °C
9/28/2020,7.8 °C,43.6 °C,22.0 %RH,85.4 %RH,5.4 °C,17.2 °C
9/29/2020,6.9 °C,46.3 °C,17.7 %RH,97.4 %RH,6.5 °C,16.9 °C
9/30/2020,6.1 °C,44.5 °C,15.5 %RH,93.6 %RH,2.7 °C,17.9 °C
10/1/20,8.8 °C,47.2 °C,15.5 %RH,100.0 %RH,7.2 °C,18.4 °C
10/2/20,7.7 °C,44.2 °C,0.0 %RH,94.9 %RH,6.7 °C,15.3 °C
10/3/20,6.3 °C,34.9 °C,0.0 %RH,100.0 %RH,-2.2 °C,11.0 °C
10/4/20,16.2 °C,18.5 °C,31.5 %RH,43.3 %RH,0.6 °C,3.7 °C
10/5/20,16.0 °C,18.4 °C,25.8 %RH,40.6 %RH,-2.3 °C,2.7 °C
10/6/20,16.0 °C,18.9 °C,23.5 %RH,29.7 %RH,-3.2 °C,-1.6 °C
10/7/20,16.9 °C,22.8 °C,15.2 %RH,31.0 %RH,-7.6 °C,2.5 °C
10/8/20,18.2 °C,22.2 °C,31.7 %RH,63.1 %RH,2.8 °C,13.3 °C
10/9/20,18.3 °C,23.3 °C,40.4 %RH,52.0 %RH,5.1 °C,12.5 °C
10/10/20,22.8 °C,24.9 °C,41.4 %RH,47.5 %RH,10.7 °C,11.6 °C
10/11/20,23.0 °C,24.6 °C,38.7 %RH,40.9 %RH,8.3 °C,10.5 °C
10/12/20,23.2 °C,24.3 °C,39.6 %RH,41.7 %RH,8.7 °C,10.0 °C
10/13/2020,22.8 °C,23.9 °C,40.4 %RH,42.2 %RH,8.7 °C,9.9 °C
10/14/2020,21.9 °C,23.4 °C,40.6 %RH,43.1 %RH,8.1 °C,9.5 °C
10/15/2020,21.0 °C,22.8 °C,42.2 %RH,45.8 %RH,7.7 °C,10.3 °C
10/16/2020,21.8 °C,24.2 °C,43.9 %RH,59.6 %RH,9.2 °C,14.2 °C
10/17/2020,23.5 °C,24.3 °C,54.0 %RH,58.8 %RH,14.2 °C,15.4 °C
10/18/2020,23.4 °C,25.0 °C,55.7 %RH,61.7 %RH,14.0 °C,17.1 °C
10/19/2020,23.7 °C,25.0 °C,54.2 %RH,59.0 %RH,14.0 °C,16.3 °C
10/20/2020,23.8 °C,24.7 °C,51.4 %RH,55.7 %RH,13.2 °C,15.2 °C
10/21/2020,22.9 °C,25.2 °C,49.7 %RH,60.2 %RH,12.4 °C,16.9 °C
10/22/2020,23.6 °C,25.3 °C,59.0 %RH,65.8 %RH,16.0 °C,17.3 °C
10/23/2020,23.6 °C,25.6 °C,58.8 %RH,67.0 %RH,15.6 °C,19.1 °C
10/24/2020,25.6 °C,26.0 °C,62.8 %RH,72.9 %RH,18.3 °C,20.7 °C
10/25/2020,25.4 °C,26.3 °C,68.8 %RH,73.2 %RH,19.4 °C,20.6 °C
10/26/2020,23.5 °C,26.1 °C,61.4 %RH,72.9 %RH,16.9 °C,20.4 °C
10/27/2020,23.7 °C,26.0 °C,59.9 %RH,76.5 %RH,17.1 °C,20.4 °C
10/28/2020,23.7 °C,25.0 °C,66.1 %RH,73.2 %RH,17.7 °C,19.3 °C
10/29/2020,23.6 °C,25.9 °C,57.9 %RH,71.1 %RH,14.8 °C,20.2 °C
10/30/2020,23.5 °C,26.3 °C,53.7 %RH,69.3 %RH,13.6 °C,20.2 °C
10/31/2020,26.4 °C,27.4 °C,58.8 %RH,69.3 %RH,18.3 °C,20.3 °C
11/1/20,25.3 °C,28.0 °C,32.5 %RH,61.1 %RH,9.5 °C,18.7 °C
11/2/20,23.9 °C,27.8 °C,46.6 %RH,57.9 %RH,14.1 °C,16.5 °C
11/3/20,23.7 °C,25.9 °C,46.9 %RH,53.7 %RH,12.5 °C,14.5 °C
11/4/20,23.8 °C,25.8 °C,45.8 %RH,55.1 %RH,12.6 °C,16.1 °C
11/5/20,23.9 °C,26.1 °C,48.9 %RH,73.8 %RH,14.4 °C,20.8 °C
11/6/20,23.7 °C,26.0 °C,35.5 %RH,49.7 %RH,8.0 °C,14.6 °C
11/7/20,25.6 °C,27.2 °C,46.3 %RH,48.9 %RH,13.5 °C,15.5 °C
11/8/20,26.1 °C,27.0 °C,42.5 %RH,48.9 %RH,12.9 °C,15.0 °C
11/9/20,23.7 °C,25.9 °C,44.9 %RH,50.6 %RH,12.0 °C,14.0 °C
11/10/20,23.6 °C,25.3 °C,49.4 %RH,52.0 %RH,12.9 °C,14.3 °C
11/11/20,23.7 °C,25.7 °C,49.4 %RH,54.8 %RH,13.0 °C,15.7 °C
11/12/20,23.9 °C,25.9 °C,53.4 %RH,57.9 %RH,14.4 °C,16.3 °C
11/13/2020,23.9 °C,26.1 °C,51.1 %RH,67.6 %RH,14.5 °C,19.4 °C
11/14/2020,25.9 °C,28.5 °C,58.8 %RH,66.4 %RH,17.3 °C,21.6 °C
11/15/2020,27.6 °C,29.5 °C,62.2 %RH,67.3 %RH,20.4 °C,22.2 °C
11/16/2020,23.9 °C,29.2 °C,50.0 %RH,74.1 %RH,15.0 °C,22.2 °C
11/17/2020,23.8 °C,27.6 °C,55.1 %RH,75.0 %RH,15.8 °C,21.5 °C
11/18/2020,23.7 °C,26.6 °C,51.1 %RH,63.7 %RH,15.3 °C,18.5 °C
11/19/2020,23.7 °C,26.2 °C,48.6 %RH,59.3 %RH,14.0 °C,16.8 °C
11/20/2020,23.9 °C,26.3 °C,50.6 %RH,61.7 %RH,14.5 °C,17.2 °C
11/21/2020,26.2 °C,28.6 °C,51.7 %RH,58.2 %RH,16.8 °C,18.2 °C
11/22/2020,26.9 °C,28.4 °C,52.3 %RH,57.1 %RH,16.3 °C,18.6 °C
11/23/2020,23.9 °C,28.2 °C,48.6 %RH,70.2 %RH,14.4 °C,19.9 °C
11/24/2020,23.8 °C,27.2 °C,50.3 %RH,69.3 %RH,14.7 °C,19.2 °C
11/25/2020,23.6 °C,26.8 °C,50.0 %RH,64.6 %RH,15.1 °C,18.4 °C
11/26/2020,23.7 °C,26.5 °C,52.8 %RH,67.3 %RH,15.4 °C,18.8 °C
11/27/2020,23.9 °C,26.7 °C,53.1 %RH,64.6 %RH,15.8 °C,18.8 °C
11/28/2020,26.2 °C,28.4 °C,50.0 %RH,58.5 %RH,16.6 °C,18.1 °C
11/29/2020,27.2 °C,29.4 °C,53.4 %RH,58.8 %RH,17.1 °C,20.4 °C
11/30/2020,23.8 °C,29.2 °C,46.6 %RH,68.8 %RH,13.9 °C,20.2 °C
12/1/20,24.0 °C,27.6 °C,52.3 %RH,76.5 %RH,15.1 °C,22.8 °C
12/2/20,24.0 °C,27.8 °C,55.4 %RH,82.1 %RH,16.1 °C,22.7 °C
12/3/20,23.8 °C,28.1 °C,55.4 %RH,73.8 %RH,16.1 °C,22.6 °C
12/4/20,23.8 °C,27.8 °C,56.2 %RH,78.0 %RH,16.6 °C,21.8 °C
12/5/20,25.8 °C,26.9 °C,70.2 %RH,71.4 %RH,20.2 °C,21.3 °C
12/6/20,26.0 °C,27.2 °C,65.5 %RH,73.2 %RH,19.1 °C,21.9 °C
12/7/20,24.0 °C,27.2 °C,56.2 %RH,97.4 %RH,16.0 °C,26.1 °C
12/8/20,23.4 °C,27.3 °C,44.4 %RH,90.4 %RH,10.6 °C,25.3 °C
12/9/20,24.0 °C,26.8 °C,51.4 %RH,61.4 %RH,15.2 °C,17.8 °C
12/10/20,23.9 °C,26.7 °C,50.8 %RH,66.1 %RH,15.3 °C,18.4 °C
12/11/20,23.9 °C,26.9 °C,52.0 %RH,67.3 %RH,15.6 °C,18.3 °C
12/12/20,25.0 °C,26.2 °C,59.3 %RH,64.3 %RH,17.2 °C,18.8 °C
12/13/2020,25.4 °C,25.9 °C,64.6 %RH,69.6 %RH,18.5 °C,19.5 °C
12/14/2020,24.1 °C,25.5 °C,65.2 %RH,95.2 %RH,18.1 °C,24.6 °C
12/15/2020,23.8 °C,26.6 °C,80.8 %RH,93.3 %RH,20.7 °C,25.0 °C
12/16/2020,24.1 °C,27.3 °C,73.8 %RH,91.6 %RH,21.0 °C,25.2 °C
12/17/2020,24.0 °C,27.8 °C,61.4 %RH,91.0 %RH,17.7 °C,24.8 °C
12/18/2020,24.1 °C,27.0 °C,71.1 %RH,88.2 %RH,19.8 °C,24.8 °C
12/19/2020,27.2 °C,29.3 °C,74.1 %RH,86.1 %RH,23.9 °C,24.8 °C
12/20/2020,28.4 °C,29.7 °C,64.9 %RH,75.6 %RH,21.3 °C,24.0 °C
12/21/2020,24.0 °C,29.6 °C,52.5 %RH,78.3 %RH,16.1 °C,23.8 °C
12/22/2020,24.1 °C,27.7 °C,57.9 %RH,91.6 %RH,16.8 °C,24.0 °C
12/23/2020,24.2 °C,27.2 °C,56.2 %RH,78.7 %RH,15.6 °C,23.0 °C
12/24/2020,24.0 °C,26.4 °C,50.8 %RH,65.8 %RH,15.0 °C,18.3 °C
12/25/2020,24.2 °C,26.4 °C,56.2 %RH,68.5 %RH,16.6 °C,19.1 °C
12/26/2020,26.0 °C,27.8 °C,54.5 %RH,62.8 %RH,17.7 °C,18.5 °C
12/27/2020,26.7 °C,28.7 °C,55.1 %RH,59.0 %RH,17.7 °C,19.1 °C
12/28/2020,23.9 °C,28.3 °C,52.0 %RH,66.1 %RH,15.8 °C,20.1 °C
12/29/2020,24.1 °C,28.7 °C,56.8 %RH,74.7 %RH,16.7 °C,22.4 °C
12/30/2020,24.0 °C,29.3 °C,48.3 %RH,78.7 %RH,14.8 °C,22.3 °C
12/31/2020,24.1 °C,27.7 °C,57.9 %RH,73.2 %RH,17.5 °C,22.2 °C
1/1/21,24.0 °C,27.9 °C,56.8 %RH,80.8 %RH,16.7 °C,22.0 °C
1/2/21,27.9 °C,30.5 °C,55.9 %RH,71.7 %RH,20.4 °C,22.5 °C
1/3/21,29.4 °C,31.6 °C,54.2 %RH,61.4 %RH,20.7 °C,21.5 °C
1/4/21,24.2 °C,31.0 °C,48.0 %RH,73.5 %RH,15.7 °C,22.2 °C
1/5/21,24.3 °C,29.3 °C,52.0 %RH,84.2 %RH,15.9 °C,24.7 °C
1/6/21,24.6 °C,28.9 °C,52.5 %RH,83.9 %RH,16.2 °C,24.4 °C
1/7/21,24.0 °C,28.7 °C,53.4 %RH,75.3 %RH,16.0 °C,23.7 °C
1/8/21,24.0 °C,27.2 °C,52.0 %RH,71.7 %RH,16.1 °C,20.4 °C
1/9/21,26.3 °C,28.2 °C,53.7 %RH,65.8 %RH,17.6 °C,19.6 °C
1/10/21,27.3 °C,29.3 °C,49.4 %RH,57.6 %RH,17.6 °C,18.9 °C
1/11/21,24.1 °C,28.8 °C,48.3 %RH,67.9 %RH,15.5 °C,18.8 °C
1/12/21,24.1 °C,28.0 °C,51.1 %RH,65.5 %RH,15.5 °C,19.7 °C
1/13/2021,24.0 °C,28.3 °C,51.4 %RH,68.8 %RH,15.3 °C,20.2 °C
1/14/2021,24.2 °C,28.6 °C,51.7 %RH,65.5 %RH,16.1 °C,20.9 °C
1/15/2021,24.7 °C,28.7 °C,52.0 %RH,62.5 %RH,15.8 °C,20.8 °C
