Date,Min,Max,Min,Max,Min,Max
19/4/20,12.5 °C,32.2 °C,0.0 %RH,100.0 %RH,-20.6 °C,32.2 °C
20/4/20,6.7 °C,33.9 °C,0.0 %RH,100.0 %RH,-26.2 °C,32.8 °C
21/4/20,6.5 °C,36.0 °C,0.0 %RH,100.0 %RH,-33.6 °C,29.8 °C
22/4/20,9.3 °C,37.0 °C,0.0 %RH,100.0 %RH,-9.9 °C,32.7 °C
23/4/20,10.1 °C,35.8 °C,0.0 %RH,100.0 %RH,-28.8 °C,31.0 °C
24/4/20,14.0 °C,30.8 °C,0.0 %RH,100.0 %RH,-28.0 °C,30.8 °C
25/4/20,14.7 °C,24.3 °C,0.0 %RH,55.5 %RH,-22.2 °C,14.8 °C
26/4/20,10.8 °C,33.9 °C,0.0 %RH,100.0 %RH,-21.3 °C,30.8 °C
27/4/20,14.3 °C,32.8 °C,0.0 %RH,100.0 %RH,-27.4 °C,32.8 °C
28/4/20,6.3 °C,28.0 °C,0.0 %RH,100.0 %RH,-39.1 °C,27.7 °C
29/4/20,7.3 °C,27.6 °C,0.0 %RH,100.0 %RH,-22.9 °C,26.8 °C
30/4/20,8.6 °C,28.6 °C,0.0 %RH,100.0 %RH,-20.2 °C,28.6 °C
1/5/20,7.6 °C,31.9 °C,0.0 %RH,100.0 %RH,-32.5 °C,30.6 °C
2/5/20,8.6 °C,36.3 °C,0.0 %RH,100.0 %RH,-27.5 °C,32.9 °C
3/5/20,11.8 °C,38.9 °C,0.0 %RH,100.0 %RH,-38.6 °C,33.8 °C
4/5/20,8.1 °C,34.0 °C,0.0 %RH,100.0 %RH,-4.9 °C,33.2 °C
5/5/20,15.2 °C,24.0 °C,0.9 %RH,55.5 %RH,-35.5 °C,14.5 °C
6/5/20,8.7 °C,25.0 °C,0.0 %RH,100.0 %RH,-16.6 °C,16.2 °C
7/5/20,3.7 °C,22.9 °C,0.0 %RH,100.0 %RH,-41.2 °C,12.2 °C
8/5/20,6.6 °C,28.3 °C,0.0 %RH,100.0 %RH,-15.8 °C,26.7 °C
9/5/20,3.7 °C,25.2 °C,0.0 %RH,100.0 %RH,-16.8 °C,20.4 °C
10/5/20,9.3 °C,34.1 °C,0.0 %RH,100.0 %RH,-29.5 °C,23.8 °C
11/5/20,7.7 °C,33.0 °C,0.0 %RH,100.0 %RH,-30.8 °C,30.1 °C
12/5/20,6.9 °C,33.4 °C,0.0 %RH,100.0 %RH,-36.3 °C,30.2 °C
13/5/20,11.0 °C,32.1 °C,0.0 %RH,100.0 %RH,-34.5 °C,32.1 °C
14/5/20,8.2 °C,35.1 °C,0.0 %RH,100.0 %RH,-29.4 °C,29.4 °C
15/5/20,5.9 °C,36.7 °C,0.0 %RH,100.0 %RH,-19.8 °C,31.0 °C
16/5/20,7.5 °C,33.8 °C,0.0 %RH,100.0 %RH,-25.2 °C,30.2 °C
17/5/20,10.0 °C,36.9 °C,0.0 %RH,100.0 %RH,-22.8 °C,32.6 °C
18/5/20,6.2 °C,26.6 °C,0.0 %RH,100.0 %RH,-16.9 °C,24.8 °C
19/5/20,5.4 °C,24.9 °C,0.0 %RH,100.0 %RH,-31.8 °C,21.4 °C
20/5/20,5.4 °C,26.8 °C,0.0 %RH,100.0 %RH,-13.0 °C,26.6 °C
21/5/20,5.6 °C,29.0 °C,0.0 %RH,100.0 %RH,-12.2 °C,29.0 °C
22/5/20,6.7 °C,31.5 °C,0.0 %RH,100.0 %RH,-5.7 °C,30.7 °C
23/5/20,7.5 °C,32.4 °C,0.0 %RH,100.0 %RH,-34.2 °C,31.6 °C
24/5/20,12.3 °C,22.2 °C,0.0 %RH,44.4 %RH,-32.2 °C,9.5 °C
25/5/20,8.4 °C,20.5 °C,0.0 %RH,100.0 %RH,-14.9 °C,11.0 °C
26/5/20,5.7 °C,23.0 °C,0.0 %RH,100.0 %RH,-32.6 °C,13.7 °C
27/5/20,7.1 °C,24.3 °C,0.0 %RH,100.0 %RH,-33.0 °C,15.4 °C
28/5/20,5.3 °C,26.2 °C,0.0 %RH,100.0 %RH,-20.4 °C,21.9 °C
29/5/20,8.2 °C,23.7 °C,0.0 %RH,100.0 %RH,-29.1 °C,13.7 °C
30/5/20,6.3 °C,21.3 °C,0.0 %RH,100.0 %RH,-31.7 °C,10.2 °C
31/5/20,7.7 °C,23.9 °C,0.0 %RH,100.0 %RH,-25.5 °C,14.9 °C
1/6/20,6.3 °C,26.8 °C,0.0 %RH,100.0 %RH,-22.8 °C,25.8 °C
2/6/20,6.4 °C,26.7 °C,0.0 %RH,100.0 %RH,-20.4 °C,26.2 °C
3/6/20,8.1 °C,29.6 °C,0.0 %RH,100.0 %RH,-9.7 °C,29.6 °C
4/6/20,6.7 °C,33.0 °C,0.0 %RH,100.0 %RH,-38.5 °C,29.8 °C
5/6/20,6.7 °C,33.9 °C,0.0 %RH,100.0 %RH,-28.9 °C,30.8 °C
6/6/20,9.5 °C,32.9 °C,0.0 %RH,100.0 %RH,-34.9 °C,30.9 °C
7/6/20,9.8 °C,28.0 °C,0.0 %RH,100.0 %RH,-13.8 °C,26.2 °C
8/6/20,7.3 °C,29.7 °C,0.0 %RH,100.0 %RH,-17.3 °C,29.7 °C
9/6/20,5.8 °C,30.8 °C,0.0 %RH,100.0 %RH,-7.8 °C,30.5 °C
10/6/20,6.0 °C,31.5 °C,0.0 %RH,100.0 %RH,-18.2 °C,30.8 °C
11/6/20,11.6 °C,28.7 °C,0.0 %RH,96.6 %RH,-39.0 °C,28.1 °C
12/6/20,5.7 °C,21.5 °C,0.0 %RH,100.0 %RH,-7.8 °C,16.9 °C
13/6/20,3.4 °C,24.2 °C,0.0 %RH,100.0 %RH,-15.2 °C,18.0 °C
14/6/20,5.2 °C,29.5 °C,0.0 %RH,100.0 %RH,-12.1 °C,29.5 °C
15/6/20,5.4 °C,27.3 °C,0.0 %RH,100.0 %RH,-22.9 °C,27.3 °C
16/6/20,5.5 °C,27.1 °C,0.0 %RH,100.0 %RH,-26.4 °C,27.1 °C
17/6/20,4.4 °C,29.6 °C,6.2 %RH,100.0 %RH,-21.2 °C,29.6 °C
18/6/20,5.9 °C,22.7 °C,0.0 %RH,100.0 %RH,-41.9 °C,14.0 °C
19/6/20,1.9 °C,21.4 °C,0.0 %RH,100.0 %RH,-16.5 °C,12.8 °C
20/6/20,3.3 °C,25.3 °C,0.0 %RH,100.0 %RH,-25.2 °C,22.9 °C
21/6/20,4.0 °C,28.4 °C,0.0 %RH,100.0 %RH,-34.3 °C,28.4 °C
22/6/20,9.4 °C,28.3 °C,0.0 %RH,100.0 %RH,-18.6 °C,28.3 °C
23/6/20,8.9 °C,22.8 °C,0.0 %RH,61.5 %RH,-39.1 °C,15.1 °C
24/6/20,6.4 °C,22.6 °C,0.0 %RH,100.0 %RH,-28.4 °C,16.8 °C
25/6/20,6.1 °C,26.1 °C,0.0 %RH,100.0 %RH,-22.0 °C,25.8 °C
26/6/20,4.5 °C,27.8 °C,0.0 %RH,100.0 %RH,-32.3 °C,27.4 °C
27/6/20,6.8 °C,24.9 °C,0.0 %RH,100.0 %RH,-39.1 °C,19.5 °C
28/6/20,10.9 °C,24.4 °C,0.0 %RH,75.0 %RH,-23.5 °C,19.7 °C
29/6/20,11.2 °C,22.3 °C,0.0 %RH,53.9 %RH,-38.3 °C,12.0 °C
30/6/20,8.6 °C,23.1 °C,0.0 %RH,61.8 %RH,-40.5 °C,13.8 °C
1/7/20,7.6 °C,20.3 °C,0.0 %RH,73.2 %RH,-31.3 °C,10.7 °C
2/7/20,5.2 °C,21.3 °C,0.0 %RH,100.0 %RH,-33.9 °C,14.0 °C
3/7/20,4.5 °C,25.2 °C,0.0 %RH,100.0 %RH,-33.9 °C,24.2 °C
4/7/20,7.1 °C,28.1 °C,0.0 %RH,100.0 %RH,-6.3 °C,28.1 °C
5/7/20,4.1 °C,31.4 °C,0.0 %RH,100.0 %RH,-30.2 °C,29.3 °C
6/7/20,7.8 °C,26.3 °C,0.0 %RH,100.0 %RH,-19.0 °C,23.5 °C
7/7/20,4.3 °C,22.2 °C,0.0 %RH,100.0 %RH,-29.4 °C,12.8 °C
8/7/20,4.0 °C,23.8 °C,0.0 %RH,100.0 %RH,-28.4 °C,18.2 °C
9/7/20,1.0 °C,23.2 °C,0.2 %RH,100.0 %RH,-15.7 °C,19.3 °C
10/7/20,3.0 °C,22.6 °C,0.0 %RH,100.0 %RH,-5.0 °C,19.0 °C
11/7/20,2.1 °C,24.5 °C,0.0 %RH,100.0 %RH,-18.3 °C,23.4 °C
12/7/20,3.6 °C,28.0 °C,0.0 %RH,100.0 %RH,-13.8 °C,28.0 °C
13/7/20,3.4 °C,26.5 °C,0.0 %RH,100.0 %RH,-23.8 °C,26.2 °C
14/7/20,9.1 °C,20.2 °C,0.0 %RH,100.0 %RH,-40.4 °C,13.8 °C
15/7/20,3.0 °C,24.6 °C,2.6 %RH,100.0 %RH,-32.1 °C,23.2 °C
16/7/20,5.4 °C,24.7 °C,0.0 %RH,100.0 %RH,-27.6 °C,20.1 °C
17/7/20,4.4 °C,18.4 °C,0.0 %RH,100.0 %RH,-21.1 °C,8.5 °C
18/7/20,1.9 °C,19.4 °C,0.0 %RH,100.0 %RH,-31.5 °C,8.6 °C
19/7/20,3.2 °C,21.2 °C,0.0 %RH,100.0 %RH,-26.0 °C,18.0 °C
20/7/20,4.0 °C,22.2 °C,0.0 %RH,100.0 %RH,-34.2 °C,19.9 °C
21/7/20,3.4 °C,26.5 °C,0.0 %RH,100.0 %RH,-16.9 °C,25.3 °C
22/7/20,5.1 °C,28.5 °C,0.0 %RH,100.0 %RH,-1.2 °C,28.0 °C
23/7/20,5.5 °C,23.8 °C,0.0 %RH,100.0 %RH,-24.6 °C,23.2 °C
24/7/20,2.4 °C,24.2 °C,7.6 %RH,100.0 %RH,-20.1 °C,24.2 °C
25/7/20,2.5 °C,27.2 °C,0.0 %RH,100.0 %RH,-5.2 °C,27.2 °C
26/7/20,4.6 °C,32.0 °C,0.0 %RH,100.0 %RH,-22.4 °C,27.7 °C
27/7/20,4.6 °C,29.9 °C,0.0 %RH,100.0 %RH,-39.5 °C,29.5 °C
28/7/20,7.9 °C,28.0 °C,0.0 %RH,100.0 %RH,-27.9 °C,23.9 °C
29/7/20,3.5 °C,26.3 °C,0.0 %RH,100.0 %RH,-7.4 °C,25.2 °C
30/7/20,4.3 °C,31.7 °C,0.0 %RH,100.0 %RH,-41.3 °C,28.5 °C
31/7/20,3.9 °C,26.3 °C,0.0 %RH,100.0 %RH,-5.5 °C,25.4 °C
1/8/20,5.5 °C,26.9 °C,0.0 %RH,100.0 %RH,-25.5 °C,26.9 °C
2/8/20,5.2 °C,25.4 °C,0.0 %RH,100.0 %RH,-7.1 °C,25.4 °C
3/8/20,4.0 °C,20.8 °C,0.0 %RH,100.0 %RH,-19.4 °C,11.1 °C
4/8/20,5.6 °C,19.6 °C,0.0 %RH,100.0 %RH,-31.5 °C,10.0 °C
5/8/20,3.6 °C,22.2 °C,0.0 %RH,100.0 %RH,-11.5 °C,17.2 °C
6/8/20,5.1 °C,23.7 °C,0.0 %RH,100.0 %RH,-18.2 °C,23.7 °C
7/8/20,3.9 °C,23.0 °C,0.0 %RH,100.0 %RH,-14.7 °C,18.7 °C
8/8/20,6.0 °C,30.8 °C,0.6 %RH,100.0 %RH,-29.2 °C,27.4 °C
9/8/20,10.0 °C,18.8 °C,0.0 %RH,100.0 %RH,-42.7 °C,14.2 °C
10/8/20,8.3 °C,19.6 °C,0.0 %RH,70.9 %RH,-44.0 °C,11.7 °C
11/8/20,9.9 °C,20.8 °C,0.0 %RH,81.2 %RH,-41.6 °C,11.5 °C
12/8/20,8.7 °C,22.8 °C,0.0 %RH,100.0 %RH,-29.5 °C,18.0 °C
13/8/20,6.3 °C,23.4 °C,0.0 %RH,100.0 %RH,-17.5 °C,23.2 °C
14/8/20,2.8 °C,26.2 °C,0.0 %RH,100.0 %RH,-25.2 °C,26.2 °C
15/8/20,5.0 °C,25.8 °C,10.6 %RH,100.0 %RH,-16.2 °C,24.9 °C
16/8/20,7.8 °C,20.6 °C,0.0 %RH,73.2 %RH,-32.1 °C,15.7 °C
17/8/20,5.6 °C,23.5 °C,0.0 %RH,96.6 %RH,-15.8 °C,22.9 °C
18/8/20,6.8 °C,24.7 °C,0.0 %RH,100.0 %RH,-1.0 °C,24.7 °C
19/8/20,4.4 °C,21.7 °C,12.5 %RH,100.0 %RH,-16.6 °C,21.3 °C
20/8/20,5.4 °C,23.1 °C,0.0 %RH,100.0 %RH,-32.4 °C,21.7 °C
21/8/20,6.8 °C,23.7 °C,0.0 %RH,100.0 %RH,-26.5 °C,20.6 °C
22/8/20,10.1 °C,18.1 °C,0.0 %RH,33.5 %RH,-30.5 °C,1.8 °C
23/8/20,7.6 °C,27.4 °C,0.0 %RH,100.0 %RH,-38.6 °C,27.4 °C
24/8/20,3.6 °C,26.5 °C,0.0 %RH,100.0 %RH,-5.1 °C,26.1 °C
25/8/20,3.5 °C,28.0 °C,0.0 %RH,100.0 %RH,-27.7 °C,26.0 °C
26/8/20,4.2 °C,27.9 °C,0.0 %RH,100.0 %RH,-21.5 °C,25.9 °C
27/8/20,5.9 °C,34.3 °C,0.0 %RH,100.0 %RH,-23.8 °C,28.3 °C
28/8/20,6.8 °C,32.7 °C,0.0 %RH,100.0 %RH,-28.4 °C,29.1 °C
29/8/20,5.3 °C,26.4 °C,0.0 %RH,100.0 %RH,-10.6 °C,25.1 °C
30/8/20,3.0 °C,30.8 °C,0.0 %RH,100.0 %RH,-25.4 °C,27.4 °C
31/8/20,5.4 °C,33.1 °C,0.0 %RH,100.0 %RH,-25.7 °C,32.4 °C
1/9/20,7.1 °C,24.5 °C,0.0 %RH,100.0 %RH,-30.9 °C,21.3 °C
2/9/20,6.0 °C,26.7 °C,0.0 %RH,100.0 %RH,-29.8 °C,26.7 °C
3/9/20,2.6 °C,32.6 °C,0.0 %RH,100.0 %RH,-13.5 °C,28.9 °C
4/9/20,3.0 °C,34.1 °C,0.0 %RH,100.0 %RH,-19.3 °C,28.3 °C
5/9/20,3.9 °C,36.5 °C,0.0 %RH,100.0 %RH,-22.4 °C,28.3 °C
6/9/20,7.5 °C,34.3 °C,0.0 %RH,100.0 %RH,-21.8 °C,29.5 °C
7/9/20,7.5 °C,29.4 °C,0.0 %RH,100.0 %RH,-36.8 °C,27.8 °C
8/9/20,3.0 °C,33.1 °C,0.0 %RH,100.0 %RH,-10.6 °C,28.0 °C
9/9/20,6.7 °C,35.4 °C,0.0 %RH,100.0 %RH,-23.9 °C,32.6 °C
10/9/20,9.0 °C,29.2 °C,0.0 %RH,100.0 %RH,-15.7 °C,27.8 °C
11/9/20,7.6 °C,30.8 °C,0.0 %RH,100.0 %RH,-28.3 °C,29.2 °C
12/9/20,5.1 °C,30.4 °C,0.0 %RH,100.0 %RH,-9.2 °C,28.5 °C
13/9/20,7.1 °C,34.5 °C,0.0 %RH,100.0 %RH,-16.2 °C,28.8 °C
14/9/20,11.1 °C,40.8 °C,0.0 %RH,100.0 %RH,-41.7 °C,31.0 °C
15/9/20,10.3 °C,42.3 °C,0.0 %RH,100.0 %RH,-30.6 °C,36.7 °C
16/9/20,12.5 °C,32.7 °C,0.0 %RH,100.0 %RH,-33.5 °C,28.2 °C
17/9/20,8.0 °C,32.7 °C,0.0 %RH,100.0 %RH,-32.4 °C,28.6 °C
18/9/20,6.3 °C,37.5 °C,0.0 %RH,100.0 %RH,-22.6 °C,27.1 °C
19/9/20,6.1 °C,29.2 °C,0.0 %RH,100.0 %RH,-24.6 °C,28.5 °C
20/9/20,5.2 °C,28.8 °C,0.0 %RH,100.0 %RH,-32.4 °C,28.8 °C
21/9/20,2.1 °C,29.9 °C,0.0 %RH,100.0 %RH,-13.4 °C,28.7 °C
22/9/20,2.5 °C,34.3 °C,0.0 %RH,100.0 %RH,-25.9 °C,27.5 °C
23/9/20,5.0 °C,38.8 °C,0.0 %RH,100.0 %RH,-25.2 °C,31.0 °C
24/9/20,11.7 °C,42.8 °C,0.0 %RH,78.7 %RH,-34.6 °C,38.4 °C
25/9/20,12.9 °C,34.8 °C,0.0 %RH,100.0 %RH,-32.0 °C,27.1 °C
26/9/20,9.7 °C,33.8 °C,0.0 %RH,100.0 %RH,-32.0 °C,30.3 °C
27/9/20,5.2 °C,36.4 °C,0.0 %RH,100.0 %RH,-30.0 °C,30.0 °C
28/9/20,6.9 °C,37.6 °C,0.0 %RH,100.0 %RH,-41.6 °C,29.7 °C
29/9/20,5.6 °C,37.2 °C,0.0 %RH,100.0 %RH,-28.1 °C,30.3 °C
30/9/20,4.7 °C,41.5 °C,0.0 %RH,100.0 %RH,-24.8 °C,34.9 °C
1/10/20,7.4 °C,38.9 °C,0.0 %RH,100.0 %RH,-27.9 °C,28.3 °C
2/10/20,6.5 °C,35.2 °C,0.0 %RH,100.0 %RH,-28.1 °C,30.5 °C
3/10/20,5.5 °C,31.1 °C,0.0 %RH,100.0 %RH,-10.1 °C,28.7 °C
4/10/20,16.0 °C,19.2 °C,21.7 %RH,39.4 %RH,-5.9 °C,5.0 °C
5/10/20,15.8 °C,19.1 °C,19.9 %RH,38.0 %RH,-7.2 °C,4.4 °C
6/10/20,15.6 °C,19.7 °C,18.7 %RH,41.2 %RH,-8.2 °C,6.1 °C
7/10/20,16.7 °C,23.8 °C,25.2 %RH,70.0 %RH,-3.4 °C,18.0 °C
8/10/20,18.0 °C,23.0 °C,30.2 %RH,64.7 %RH,0.3 °C,16.0 °C
9/10/20,18.9 °C,28.3 °C,31.4 %RH,100.0 %RH,1.7 °C,28.3 °C
10/10/20,22.4 °C,25.4 °C,63.6 %RH,84.3 %RH,15.2 °C,22.5 °C
11/10/20,22.9 °C,24.9 °C,65.6 %RH,80.6 %RH,16.1 °C,21.3 °C
12/10/20,23.0 °C,24.4 °C,66.5 %RH,76.6 %RH,16.5 °C,20.0 °C
13/10/20,22.8 °C,23.9 °C,63.6 %RH,72.4 %RH,15.5 °C,18.6 °C
14/10/20,21.7 °C,23.4 °C,56.1 %RH,68.2 %RH,12.6 °C,17.2 °C
15/10/20,20.9 °C,22.9 °C,50.2 %RH,64.4 %RH,10.2 °C,15.8 °C
16/10/20,21.8 °C,24.2 °C,56.6 %RH,73.8 %RH,12.8 °C,19.2 °C
17/10/20,23.3 °C,24.2 °C,67.4 %RH,73.8 %RH,16.9 °C,19.3 °C
18/10/20,23.3 °C,25.0 °C,66.8 %RH,79.0 %RH,16.7 °C,21.1 °C
19/10/20,23.7 °C,24.9 °C,69.4 %RH,79.0 %RH,17.8 °C,21.0 °C
20/10/20,23.8 °C,24.6 °C,69.7 %RH,76.0 %RH,17.9 °C,20.1 °C
21/10/20,23.0 °C,25.1 °C,64.1 %RH,81.5 %RH,15.9 °C,21.7 °C
22/10/20,23.7 °C,25.1 °C,70.9 %RH,81.5 %RH,18.1 °C,21.7 °C
23/10/20,23.7 °C,25.5 °C,70.9 %RH,84.3 %RH,18.1 °C,22.6 °C
24/10/20,25.5 °C,26.0 °C,84.3 %RH,88.3 %RH,22.6 °C,23.9 °C
25/10/20,25.3 °C,26.2 °C,83.3 %RH,89.8 %RH,22.3 °C,24.4 °C
26/10/20,23.7 °C,26.1 °C,69.7 %RH,88.9 %RH,17.9 °C,24.1 °C
27/10/20,23.8 °C,25.8 °C,70.6 %RH,85.8 %RH,18.2 °C,23.3 °C
28/10/20,23.7 °C,24.9 °C,69.7 %RH,78.4 %RH,17.9 °C,20.9 °C
29/10/20,23.6 °C,25.7 °C,68.8 %RH,84.6 %RH,17.5 °C,22.9 °C
30/10/20,23.5 °C,26.1 °C,68.2 %RH,88.0 %RH,17.3 °C,24.0 °C
31/10/20,26.1 °C,27.2 °C,88.0 %RH,96.2 %RH,24.0 °C,26.6 °C
1/11/20,25.2 °C,27.8 °C,80.6 %RH,100.0 %RH,21.7 °C,27.8 °C
2/11/20,24.0 °C,27.8 °C,71.8 %RH,100.0 %RH,18.6 °C,27.8 °C
3/11/20,23.7 °C,25.8 °C,69.1 %RH,84.6 %RH,17.7 °C,23.0 °C
4/11/20,23.7 °C,25.7 °C,70.0 %RH,84.3 %RH,17.9 °C,22.8 °C
5/11/20,23.9 °C,25.9 °C,70.6 %RH,85.8 %RH,18.2 °C,23.3 °C
6/11/20,23.8 °C,25.9 °C,69.7 %RH,85.8 %RH,17.9 °C,23.3 °C
7/11/20,25.5 °C,27.1 °C,82.4 %RH,94.6 %RH,22.3 °C,26.1 °C
8/11/20,26.0 °C,26.9 °C,86.1 %RH,93.0 %RH,23.5 °C,25.6 °C
9/11/20,23.7 °C,26.0 °C,69.1 %RH,86.1 %RH,17.7 °C,23.5 °C
10/11/20,23.6 °C,25.1 °C,68.2 %RH,79.6 %RH,17.4 °C,21.4 °C
11/11/20,23.7 °C,25.6 °C,68.5 %RH,82.7 %RH,17.5 °C,22.4 °C
12/11/20,23.9 °C,25.8 °C,70.3 %RH,84.0 %RH,18.1 °C,22.8 °C
13/11/20,23.9 °C,25.9 °C,70.0 %RH,85.2 %RH,18.1 °C,23.3 °C
14/11/20,25.8 °C,28.4 °C,84.3 %RH,100.0 %RH,23.0 °C,28.4 °C
15/11/20,27.5 °C,29.3 °C,97.2 %RH,100.0 %RH,27.0 °C,29.3 °C
16/11/20,24.0 °C,29.1 °C,70.6 %RH,100.0 %RH,18.3 °C,29.1 °C
17/11/20,23.9 °C,27.5 °C,70.3 %RH,97.5 %RH,18.1 °C,27.1 °C
18/11/20,23.8 °C,26.5 °C,69.1 %RH,89.5 %RH,17.8 °C,24.6 °C
19/11/20,23.8 °C,26.1 °C,68.8 %RH,86.1 %RH,17.7 °C,23.5 °C
20/11/20,23.9 °C,26.2 °C,70.0 %RH,86.4 %RH,18.1 °C,23.7 °C
21/11/20,26.1 °C,28.4 °C,85.8 %RH,100.0 %RH,23.6 °C,28.4 °C
22/11/20,26.8 °C,28.3 °C,91.1 %RH,100.0 %RH,25.3 °C,28.3 °C
23/11/20,24.0 °C,28.2 °C,70.3 %RH,100.0 %RH,18.2 °C,28.2 °C
24/11/20,23.8 °C,27.1 °C,69.4 %RH,93.7 %RH,17.9 °C,26.0 °C
25/11/20,23.7 °C,26.7 °C,68.2 %RH,90.4 %RH,17.5 °C,25.0 °C
26/11/20,23.6 °C,26.3 °C,68.0 %RH,88.0 %RH,17.4 °C,24.2 °C
27/11/20,23.9 °C,26.5 °C,70.3 %RH,89.5 %RH,18.2 °C,24.7 °C
28/11/20,26.1 °C,28.2 °C,85.8 %RH,100.0 %RH,23.5 °C,28.2 °C
29/11/20,27.1 °C,29.2 °C,93.7 %RH,100.0 %RH,26.0 °C,29.2 °C
30/11/20,23.8 °C,29.1 °C,69.1 %RH,100.0 %RH,17.8 °C,29.1 °C
1/12/20,24.1 °C,27.4 °C,70.9 %RH,96.6 %RH,18.5 °C,26.8 °C
2/12/20,24.1 °C,27.7 °C,71.2 %RH,98.5 %RH,18.5 °C,27.4 °C
3/12/20,23.9 °C,28.0 °C,69.7 %RH,100.0 %RH,18.0 °C,28.0 °C
4/12/20,23.8 °C,27.6 °C,69.4 %RH,98.2 %RH,17.9 °C,27.3 °C
5/12/20,25.8 °C,26.9 °C,84.3 %RH,92.4 %RH,22.9 °C,25.5 °C
6/12/20,26.0 °C,27.2 °C,85.8 %RH,94.9 %RH,23.5 °C,26.3 °C
7/12/20,24.0 °C,27.2 °C,71.5 %RH,94.9 %RH,18.6 °C,26.3 °C
8/12/20,23.5 °C,27.3 °C,67.7 %RH,96.2 %RH,17.2 °C,26.6 °C
9/12/20,24.0 °C,26.7 °C,70.9 %RH,91.4 %RH,18.4 °C,25.2 °C
10/12/20,24.0 °C,26.6 °C,71.2 %RH,90.8 %RH,18.5 °C,25.0 °C
11/12/20,24.0 °C,26.8 °C,70.6 %RH,92.0 %RH,18.3 °C,25.4 °C
12/12/20,24.9 °C,26.1 °C,77.5 %RH,87.0 %RH,20.7 °C,23.8 °C
13/12/20,25.3 °C,25.9 °C,80.9 %RH,85.5 %RH,21.8 °C,23.3 °C
14/12/20,24.0 °C,25.5 °C,72.1 %RH,83.0 %RH,18.7 °C,22.4 °C
15/12/20,23.8 °C,26.4 °C,70.6 %RH,90.4 %RH,18.2 °C,24.7 °C
16/12/20,24.1 °C,27.1 °C,72.9 %RH,95.6 %RH,19.0 °C,26.3 °C
17/12/20,24.0 °C,27.7 °C,72.4 %RH,100.0 %RH,18.8 °C,27.7 °C
18/12/20,24.1 °C,26.9 °C,73.5 %RH,94.3 %RH,19.1 °C,25.9 °C
19/12/20,26.9 °C,29.1 °C,94.3 %RH,100.0 %RH,25.9 °C,29.1 °C
20/12/20,28.3 °C,29.5 °C,100.0 %RH,100.0 %RH,28.3 °C,29.5 °C
21/12/20,24.1 °C,29.5 °C,73.5 %RH,100.0 %RH,19.1 °C,29.5 °C
22/12/20,24.2 °C,27.6 °C,74.1 %RH,100.0 %RH,19.3 °C,27.6 °C
23/12/20,24.2 °C,27.1 °C,74.4 %RH,96.6 %RH,19.4 °C,26.5 °C
24/12/20,24.0 °C,26.3 °C,72.4 %RH,89.8 %RH,18.7 °C,24.5 °C
25/12/20,24.2 °C,26.3 °C,74.1 %RH,90.1 %RH,19.3 °C,24.6 °C
26/12/20,25.9 °C,27.6 °C,87.0 %RH,100.0 %RH,23.6 °C,27.6 °C
27/12/20,26.6 °C,28.5 °C,92.4 %RH,100.0 %RH,25.3 °C,28.5 °C
28/12/20,24.0 °C,28.2 °C,72.9 %RH,100.0 %RH,18.8 °C,28.2 °C
29/12/20,24.1 °C,28.4 °C,74.1 %RH,100.0 %RH,19.2 °C,28.4 °C
30/12/20,24.0 °C,29.0 °C,73.2 %RH,100.0 %RH,19.0 °C,29.0 °C
31/12/20,24.1 °C,27.5 °C,73.5 %RH,99.8 %RH,19.1 °C,27.4 °C
1/1/21,24.1 °C,27.7 °C,73.5 %RH,100.0 %RH,19.0 °C,27.7 °C
2/1/21,27.5 °C,30.1 °C,100.0 %RH,100.0 %RH,27.5 °C,30.1 °C
3/1/21,29.2 °C,31.3 °C,0.0 %RH,100.0 %RH,29.2 °C,30.4 °C
4/1/21,24.3 °C,30.8 °C,0.0 %RH,100.0 %RH,19.6 °C,30.5 °C
5/1/21,24.4 °C,29.1 °C,76.0 %RH,100.0 %RH,19.9 °C,29.1 °C
6/1/21,24.6 °C,28.7 °C,77.5 %RH,100.0 %RH,20.4 °C,28.7 °C
7/1/21,24.0 °C,28.5 °C,73.5 %RH,100.0 %RH,19.0 °C,28.5 °C
8/1/21,24.0 °C,27.0 °C,73.5 %RH,96.2 %RH,19.0 °C,26.4 °C
9/1/21,26.1 °C,28.0 °C,89.2 %RH,100.0 %RH,24.2 °C,28.0 °C
10/1/21,27.1 °C,29.0 °C,96.6 %RH,100.0 %RH,26.5 °C,29.0 °C
11/1/21,24.1 °C,28.7 °C,74.1 %RH,100.0 %RH,19.2 °C,28.7 °C
12/1/21,24.1 °C,27.6 °C,74.1 %RH,100.0 %RH,19.2 °C,27.6 °C
13/1/21,24.0 °C,28.0 °C,73.5 %RH,100.0 %RH,19.0 °C,28.0 °C
14/1/21,24.2 °C,28.3 °C,74.4 %RH,100.0 %RH,19.3 °C,28.3 °C
15/1/21,24.4 °C,28.4 °C,76.6 %RH,100.0 %RH,20.0 °C,28.4 °C
